tariff_fraction,total
0204.43.00,64
4802.56.90,64
8506.60.11,64
6104.49.20,64
9001.40.00,64
4011.93.90,64
2205.10.30,63
8544.60.93,63
0713.60.90,63
2208.90.13,63
5601.21.19,63
8716.40.90,63
7314.31.40,63
4820.90.19,63
2202.91.00,63
8435.90.00,63
0207.13.19,63
1202.42.00,63
6211.39.10,63
3921.90.30,63
8419.11.10,63
4411.92.99,63
4804.11.10,63
3702.39.10,63
0307.43.19,63
4001.29.00,63
7907.00.94,63
8413.70.10,62
2208.30.10,62
7301.20.91,62
0810.90.20,62
3206.49.29,62
2004.90.39,62
8432.31.00,62
3301.19.90,62
5309.19.00,62
6117.80.91,62
2901.10.00,62
8429.52.10,62
8711.20.29,62
8701.90.90,62
5514.29.00,62
2711.29.00,62
5702.39.10,61
9014.80.19,61
5513.19.00,61
4202.91.91,61
8528.41.00,61
6908.10.90,61
8439.99.00,61
3204.12.11,61
6913.90.91,61
8714.10.92,61
3208.90.22,61
4810.22.10,61
2901.29.90,61
1008.29.00,61
8407.10.00,61
3206.49.10,61
6208.21.20,61
2833.29.20,61
8202.20.10,61
2931.90.90,61
0907.20.00,61
1905.20.00,61
6204.21.25,61
4601.94.00,60
6102.20.10,60
1601.00.41,60
9205.90.30,60
8533.90.00,60
0302.79.00,60
7011.10.00,60
2309.90.10,60
0307.79.90,60
7314.41.20,60
8903.92.20,60
4811.90.23,60
5803.00.90,60
5503.30.00,60
0712.20.00,60
9604.00.11,60
3210.00.19,60
7907.00.39,60
2832.10.00,60
5801.33.00,60
8523.80.29,60
3701.99.00,59
3212.90.23,59
1109.00.00,59
7315.81.00,59
2009.61.00,59
8430.10.00,59
5702.92.20,59
6807.10.10,59
3812.39.29,59
8426.11.90,59
6301.10.00,59
6802.99.21,59
4802.55.19,59
5109.90.00,59
8508.60.10,59
0802.52.00,59
8501.31.10,59
0713.32.20,59
9401.71.10,59
2003.90.90,59
0403.10.10,59
2005.10.00,59
0210.11.19,59
2914.29.10,58
7322.19.00,58
3004.40.19,58
1605.21.00,58
8539.90.10,58
2917.14.00,58
0304.71.00,58
7317.00.30,58
4011.62.10,58
3920.94.00,58
5407.61.00,58
3206.11.90,58
9108.11.00,58
3921.90.20,58
8540.71.00,58
8703.10.11,58
8539.22.00,58
8423.20.00,58
8533.10.00,57
6302.10.90,57
6108.39.20,57
3825.49.00,57
8424.82.20,57
8207.19.00,57
8703.22.96,57
9006.30.00,57
2817.00.00,57
5204.19.00,57
5601.22.99,57
8434.10.00,57
1701.99.10,57
0307.22.90,57
7323.92.00,57
1605.54.00,57
8541.60.00,57
5704.90.00,56
2309.90.30,56
6203.43.14,56
8525.60.20,56
2921.21.00,56
9404.90.11,56
6207.21.10,56
8709.90.19,56
0710.80.40,56
2847.00.90,56
0208.90.90,56
7219.34.00,56
5603.92.00,56
5407.83.00,56
5515.12.00,56
6302.39.60,56
2302.30.00,56
8711.30.20,56
4410.90.00,56
9108.19.00,56
1404.90.95,56
9403.20.11,56
9405.10.30,56
8714.92.20,56
7019.31.00,56
6110.19.10,55
1207.70.00,55
7314.14.20,55
9114.10.00,55
3825.50.00,55
7114.20.00,55
8462.10.00,55
4410.19.22,55
4005.10.00,55
6102.10.20,55
2518.30.00,55
9002.90.10,55
2208.40.90,55
7419.91.00,55
8205.51.10,55
5407.91.00,55
3926.90.41,55
7017.10.00,55
8525.60.10,55
3504.00.90,55
6802.21.90,55
8704.21.20,54
8714.99.20,54
4806.10.10,54
4811.90.21,54
2715.00.19,54
4805.30.10,54
4416.00.10,54
3210.00.90,54
6202.32.90,54
2008.97.11,54
0207.42.00,54
6208.91.29,54
6403.59.93,54
4419.90.10,54
3301.90.39,54
0207.14.15,54
2922.50.00,54
0703.10.59,54
9405.99.33,54
6115.94.00,54
5801.90.90,54
8474.80.10,53
1901.90.50,53
7217.20.39,53
8703.33.92,53
6203.42.14,53
2834.21.00,53
0804.50.20,53
7106.92.10,53
2207.10.99,53
7104.90.00,53
8531.80.50,53
8474.31.00,53
3905.99.00,53
6006.33.00,53
8417.20.00,53
8539.41.00,53
6803.00.90,53
0203.19.00,53
2710.91.90,53
8518.40.10,53
4911.99.10,53
0207.45.90,53
2905.32.00,53
0306.17.99,52
7217.30.39,52
7215.90.39,52
8519.89.19,52
4205.00.91,52
4802.54.19,52
2009.89.39,52
2942.00.00,52
6303.19.10,52
9209.99.90,52
8535.40.20,52
8407.32.00,52
1510.00.00,52
6904.10.00,52
2804.10.00,52
2833.25.00,52
2009.69.10,52
7314.19.10,52
9022.90.20,52
9608.99.00,52
3902.30.00,52
5402.33.00,52
9613.90.00,52
6204.29.21,52
8801.00.00,51
7303.00.90,51
9022.12.00,51
4819.50.20,51
3808.94.10,51
2508.40.90,51
0804.30.00,51
1605.55.00,51
2925.29.00,51
2832.30.00,51
7019.40.00,51
7208.90.00,51
3003.31.00,51
0207.41.00,51
2808.00.00,51
6802.29.19,51
8505.90.10,51
3824.10.90,51
8703.90.91,51
7102.39.00,51
9010.90.00,51
4504.90.20,51
2001.90.69,50
7302.90.00,50
0910.11.00,50
8539.90.00,50
9031.20.00,50
9402.10.19,50
8479.50.00,50
8472.10.00,50
8433.30.00,50
9017.10.90,50
3207.40.00,50
8451.40.00,50
2926.90.00,50
2902.90.00,50
2915.39.90,50
8419.31.90,50
0305.41.00,50
3916.10.10,50
5406.00.00,50
3917.39.93,50
5911.40.00,50
4802.69.69,50
1604.12.10,50
8201.90.10,50
0203.21.00,50
3004.49.10,50
0710.29.00,50
7411.21.00,49
8452.21.00,49
0602.20.90,49
6404.20.91,49
8603.10.00,49
6116.93.90,49
0710.10.00,49
8714.92.10,49
7606.92.20,49
3808.92.90,49
8433.60.90,49
2922.12.00,49
2208.90.16,49
5209.59.00,49
0909.62.00,49
9620.00.90,49
4910.00.11,49
2933.29.00,49
8543.70.10,49
8703.32.96,49
8486.90.00,49
7101.21.00,49
6208.99.29,48
7010.90.23,48
4813.10.00,48
2935.90.00,48
4805.91.10,48
7326.90.30,48
2918.29.00,48
8703.33.93,48
3920.92.19,48
1603.00.90,48
8701.95.10,48
8529.90.11,48
9405.10.41,48
8805.29.00,48
7117.90.42,48
2934.10.00,48
6205.90.21,48
8407.31.00,48
2932.99.00,48
2905.31.00,48
6304.20.00,48
7508.90.40,48
3905.91.00,48
2102.10.10,48
4810.29.90,48
0308.90.99,48
2401.10.10,47
9405.40.30,47
7606.92.10,47
6006.31.00,47
6006.90.00,47
1901.90.61,47
2001.90.41,47
9306.21.00,47
8402.11.00,47
0305.51.00,47
0813.10.00,47
8411.21.00,47
3926.90.95,47
2912.11.00,47
6306.19.00,47
5702.39.91,47
7409.29.00,47
6304.92.10,47
5404.90.00,47
2301.20.90,47
2803.00.00,47
9209.91.00,47
3916.20.10,46
6102.20.20,46
2710.12.91,46
5601.30.20,46
8207.30.00,46
1202.41.00,46
7323.94.10,46
1901.90.20,46
8544.49.12,46
6904.90.00,46
7213.91.90,46
2915.90.00,46
0301.99.99,46
4905.91.00,46
8479.89.80,46
8432.10.00,46
8507.90.00,46
6802.91.22,46
2909.49.00,46
3905.30.00,46
6116.91.00,46
7314.49.10,46
4404.20.00,46
9620.00.19,46
2902.41.00,45
0307.31.00,45
2903.12.00,45
7612.90.19,45
2003.90.10,45
8426.99.00,45
4810.29.10,45
7228.80.00,45
7612.90.11,45
4816.90.10,45
7205.10.00,45
3808.94.92,45
6810.91.90,45
4007.00.20,45
8108.90.00,45
6204.53.10,45
3808.50.10,45
2818.20.00,45
7216.99.90,45
8703.33.29,45
1604.20.93,45
7229.20.00,45
8211.10.10,45
9602.00.20,44
0301.99.10,44
0307.39.10,44
2827.31.00,44
0802.41.00,44
9504.90.21,44
4011.63.10,44
1604.31.00,44
6802.99.11,44
5515.99.90,44
9613.80.20,44
5802.30.29,44
0301.11.00,44
6304.91.10,44
1602.10.20,44
5902.20.00,44
1108.20.00,44
1701.14.00,44
8702.10.11,44
6910.10.16,44
3205.00.00,44
1104.29.10,44
2807.00.90,44
6204.23.23,44
0402.10.92,44
4016.99.30,43
4804.39.10,43
5808.10.10,43
7208.54.10,43
2923.10.00,43
3402.11.10,43
6111.90.10,43
2501.00.10,43
5512.19.90,43
3506.91.20,43
2925.19.00,43
0304.59.00,43
7326.11.00,43
4411.12.99,43
8309.90.20,43
5603.12.00,43
7217.20.12,43
7216.69.10,43
2309.90.23,43
8480.60.10,43
0307.41.00,43
6302.29.30,43
8444.00.00,43
2915.21.00,43
8506.60.19,43
5513.41.00,43
2939.30.00,43
7214.99.21,43
0402.21.92,43
2106.90.91,43
7905.00.00,43
0602.10.00,43
8460.29.00,43
8501.32.10,43
4421.91.50,43
9401.53.00,42
7010.90.33,42
8701.30.00,42
7305.19.00,42
2918.13.00,42
4809.20.20,42
4706.20.30,42
6104.41.20,42
8405.90.90,42
0901.12.00,42
0210.19.10,42
4002.70.00,42
0801.11.00,42
3905.12.00,42
0810.70.00,42
3212.10.00,42
7210.61.90,42
2853.00.10,42
2302.40.90,42
4601.29.00,42
3707.10.00,42
9205.90.10,42
3003.10.20,42
8523.49.33,42
2905.19.99,42
8519.20.90,42
7215.10.40,41
9619.00.50,41
8441.40.00,41
6203.19.90,41
7409.90.00,41
2517.10.10,41
2106.90.16,41
5702.10.00,41
8519.89.29,41
9403.82.00,41
2522.10.00,41
7005.21.90,41
6202.91.00,41
1703.90.90,41
5508.10.20,41
7117.90.43,41
0102.29.00,41
7222.11.00,41
2835.29.90,41
0802.31.00,41
4810.13.11,41
9029.10.20,41
4819.50.40,41
6910.90.90,41
8462.49.00,41
2833.19.00,41
5904.90.00,41
5903.20.00,41
8463.30.90,41
4421.91.91,40
8412.90.20,40
8101.99.00,40
6910.10.17,40
8432.30.00,40
7225.40.00,40
3402.12.90,40
1207.50.00,40
2935.00.00,40
4013.90.10,40
0306.26.10,40
1604.19.20,40
8479.40.00,40
8702.10.99,40
7325.10.90,40
9032.89.10,40
7304.22.00,40
8413.50.20,40
9506.69.10,40
8418.40.90,40
8702.90.99,40
7214.10.00,40
5402.19.00,40
9613.20.00,40
3905.19.00,40
8517.61.22,40
7117.90.47,40
1605.59.00,40
8516.10.11,40
3904.21.10,40
7314.50.90,40
8419.19.10,40
5601.21.10,39
7409.39.00,39
7216.50.20,39
7216.10.10,39
4802.54.99,39
7314.39.20,39
2853.00.99,39
4002.19.00,39
2828.90.10,39
7326.90.80,39
3815.19.00,39
1520.00.00,39
7214.99.29,39
4904.00.00,39
0809.10.00,39
3503.00.12,39
5810.10.90,39
0306.95.10,39
8432.42.00,39
9024.10.00,39
2903.39.90,39
2501.00.99,39
8476.29.00,39
2932.20.90,39
8542.31.12,39
2936.28.00,39
1604.12.90,39
3208.20.24,38
2811.11.00,38
2933.79.00,38
8703.33.91,38
9108.90.90,38
2106.90.94,38
8426.91.00,38
7220.20.00,38
0307.59.10,38
2927.00.00,38
2849.10.00,38
7508.90.54,38
6110.30.10,38
8458.19.00,38
8418.29.10,38
8904.00.00,38
9620.00.69,38
2815.20.00,38
9619.00.23,38
3906.10.00,38
3105.10.00,38
0402.29.99,38
5702.20.00,38
3917.32.40,38
5509.99.00,38
5203.00.00,38
5202.99.00,38
6910.10.90,38
9506.40.00,38
7305.31.90,38
3808.59.99,38
0106.20.00,38
2833.30.90,38
1702.90.11,38
5801.37.11,38
2827.39.10,38
9109.90.00,38
4011.80.12,38
8426.30.90,37
4410.11.10,37
8529.90.12,37
2842.10.00,37
9608.91.00,37
6302.21.30,37
5112.19.00,37
0511.99.30,37
1105.20.20,37
3004.43.10,37
7408.29.00,37
5402.20.00,37
2917.19.00,37
4823.90.59,37
7314.12.00,37
0701.10.00,37
0303.99.90,37
0707.00.00,37
8438.40.00,37
8480.71.00,37
7106.92.90,37
9306.90.20,37
4421.99.91,37
6302.93.20,37
8510.20.10,37
8510.90.20,37
8607.29.00,37
2936.22.00,37
2812.90.00,37
5401.20.10,37
9306.90.30,36
4823.90.70,36
7010.90.31,36
2710.19.29,36
8477.20.00,36
3920.79.90,36
8443.32.29,36
1208.90.90,36
8541.21.00,36
4811.60.10,36
7215.50.19,36
6104.29.10,36
4421.99.50,36
2844.40.90,36
4411.92.10,36
3921.13.10,36
8514.20.90,36
3402.12.29,36
0105.99.00,36
6116.92.90,36
6302.32.90,36
8523.29.31,36
5807.10.10,36
3001.90.90,36
8701.95.90,36
8702.20.90,36
7005.30.00,36
4819.30.12,36
9031.41.00,36
3808.50.90,36
4802.62.20,36
6909.19.90,36
2202.99.20,36
8540.89.00,35
8459.69.00,35
8419.60.00,35
7907.00.61,35
7216.31.10,35
8703.21.97,35
4016.92.10,35
0408.91.00,35
8441.20.00,35
6302.39.20,35
6208.29.20,35
8428.32.00,35
8518.50.10,35
5702.92.30,35
8703.90.20,35
4805.93.91,35
6208.29.10,35
4411.14.93,35
9103.10.90,35
4418.60.00,35
4003.00.90,35
0306.36.99,35
4809.90.00,35
1106.20.00,35
4802.62.50,35
3925.90.70,35
0801.32.00,35
1001.99.00,35
3004.40.29,35
3302.10.91,35
0504.00.20,35
1008.90.00,35
8403.90.00,35
3213.90.30,35
7211.90.00,35
8418.69.21,35
3204.12.90,34
6204.23.11,34
6005.36.00,34
0207.44.90,34
9603.90.11,34
3811.19.90,34
8476.81.00,34
1103.13.90,34
6211.42.10,34
8543.70.40,34
6603.90.10,34
8477.30.00,34
6909.19.10,34
5702.49.91,34
4804.19.00,34
7216.40.00,34
9012.10.00,34
5806.40.00,34
5513.49.90,34
7613.00.11,34
5602.90.20,34
2829.90.90,34
4811.59.10,34
3811.19.10,34
8479.82.20,34
8479.81.00,34
8452.29.10,34
3208.10.22,34
5911.20.00,34
5407.30.00,34
4818.30.30,34
8443.12.00,34
6204.61.20,34
8405.10.10,34
9405.99.31,34
9103.10.10,34
7314.19.30,34
3919.90.40,34
8424.49.10,34
2915.11.00,33
9307.00.00,33
0302.89.40,33
2827.60.00,33
6104.29.00,33
7610.90.91,33
7214.99.90,33
8501.63.00,33
6208.99.91,33
2917.11.00,33
0713.32.90,33
4806.20.10,33
6103.10.10,33
8430.69.00,33
0812.90.11,33
5211.39.00,33
8432.40.00,33
9016.00.91,33
8007.00.90,33
3404.20.00,33
5703.30.30,33
4811.49.10,33
6207.19.20,33
4304.00.20,33
8528.49.00,33
7508.90.90,33
2818.30.00,33
7019.52.00,33
0604.90.10,33
4011.62.20,33
3301.12.00,33
6105.62.00,33
3907.69.00,33
2621.90.00,33
6107.21.10,33
4418.50.00,33
8511.40.10,33
7212.60.20,33
3204.11.11,32
3823.70.00,32
7216.21.90,32
0304.89.90,32
8473.10.90,32
2906.11.00,32
9013.10.00,32
6307.90.50,32
9001.90.90,32
2005.99.20,32
3907.40.00,32
3105.51.00,32
4802.40.90,32
3204.13.90,32
9209.99.91,32
7314.14.10,32
9110.11.00,32
5407.43.00,32
5807.90.10,32
2710.12.19,32
7211.19.90,32
1602.42.90,32
9022.21.00,32
9507.90.10,32
2002.90.14,32
7314.19.20,32
1602.10.30,32
2833.22.00,32
4802.54.11,32
2303.10.90,32
9305.99.00,32
7304.59.00,32
8429.52.90,32
8708.91.20,32
7010.90.91,32
3104.30.00,32
2936.26.00,32
4006.10.90,32
7302.40.00,32
4002.49.00,32
6406.90.19,32
0805.22.00,32
8424.41.10,32
4907.00.19,32
7310.10.10,32
5208.49.00,31
6210.10.00,31
2905.43.00,31
9113.10.00,31
7003.12.90,31
1516.20.90,31
8431.10.10,31
2909.60.00,31
8542.33.20,31
5514.19.90,31
7216.91.11,31
8451.50.00,31
4819.40.12,31
0803.10.10,31
0910.30.20,31
2914.19.00,31
5608.19.19,31
7215.50.32,31
7228.30.00,31
9406.00.30,31
6103.10.20,31
2403.99.00,31
7015.10.00,31
2104.20.10,31
2004.90.60,31
7409.19.00,31
4802.54.29,31
8425.31.10,31
8474.32.00,31
5607.21.00,31
8544.49.50,31
3920.91.00,31
9015.10.90,31
7103.91.00,31
6812.93.00,31
6204.23.25,31
4805.30.90,31
3824.90.30,31
2814.10.00,31
1902.20.11,31
0307.99.99,31
2304.00.90,31
4802.55.91,31
7616.99.93,30
3207.30.00,30
6812.91.10,30
0910.20.10,30
8479.20.00,30
0603.90.10,30
9027.90.20,30
8404.10.00,30
8433.52.00,30
2903.13.00,30
8443.99.40,30
7220.90.10,30
5402.45.00,30
7602.00.00,30
7308.90.50,30
2906.29.00,30
4420.90.91,30
9405.99.29,30
5911.32.00,30
0811.20.10,30
6302.10.30,30
5701.10.00,30
1513.11.00,30
0304.74.00,30
4002.99.00,30
1604.15.00,30
0501.00.00,30
5407.82.00,30
3210.00.29,30
1604.19.10,30
6104.31.00,30
0805.29.00,30
2918.99.00,30
3917.23.30,30
6302.29.90,30
3909.30.00,30
8465.96.00,30
0301.19.00,30
5801.23.90,30
6802.92.22,29
0807.11.00,29
6802.91.29,29
8702.90.91,29
6812.99.93,29
6502.00.00,29
7227.90.00,29
4303.90.10,29
0712.32.00,29
7314.39.10,29
0713.50.00,29
1209.30.90,29
3903.90.00,29
5601.29.20,29
4805.92.21,29
3804.00.00,29
8205.20.11,29
5208.59.90,29
9406.10.11,29
7226.92.00,29
7325.10.10,29
1108.11.00,29
5607.90.10,29
2707.30.00,29
1301.20.00,29
8703.21.99,29
2714.90.00,29
4802.58.19,29
5311.00.90,29
2513.20.10,29
8703.21.49,29
7217.10.10,29
4823.61.00,29
7226.99.90,29
4811.90.91,29
7208.54.90,29
9201.20.00,29
2801.20.00,29
6501.00.00,29
1208.90.50,29
9012.90.00,29
8478.90.00,29
7004.90.90,29
9607.20.00,29
7209.90.00,29
4008.19.10,29
3809.93.00,29
3808.52.10,29
2701.11.00,28
2104.10.95,28
5801.90.10,28
8413.60.10,28
2936.21.90,28
4804.59.00,28
5805.00.10,28
0407.11.00,28
7606.12.10,28
8507.90.10,28
6005.90.90,28
3812.39.21,28
2839.11.00,28
9201.10.00,28
6001.29.00,28
2833.40.00,28
2842.90.99,28
6203.42.21,28
6903.90.90,28
7616.99.94,28
3215.90.10,28
6116.99.90,28
9029.90.90,28
0203.12.00,28
4802.58.99,28
2915.31.00,28
2834.10.00,28
6406.90.11,28
4401.22.00,28
6203.11.90,28
2924.19.00,28
9031.80.30,28
2814.20.00,28
8424.81.30,28
6802.93.19,28
6306.30.90,28
3917.33.10,28
6207.21.20,28
7613.00.19,28
4012.90.11,28
3808.59.11,28
3808.59.49,27
8804.00.00,27
4804.31.00,27
4805.93.99,27
5608.11.10,27
4409.29.20,27
4911.91.12,27
4909.00.30,27
3702.44.90,27
7215.50.39,27
9401.51.00,27
8523.80.10,27
4802.58.31,27
8413.60.20,27
4705.00.00,27
8704.31.20,27
7006.00.90,27
9405.50.31,27
2842.90.91,27
0511.99.90,27
8507.40.00,27
8523.29.33,27
8523.80.21,27
4802.58.11,27
8514.10.10,27
7219.14.00,27
1604.32.00,27
8420.10.20,27
3001.20.00,27
2939.11.90,27
9027.80.30,27
5208.39.00,27
0210.19.29,27
2915.29.10,27
4802.58.39,27
5515.91.00,27
7219.24.00,27
4421.90.10,27
0304.89.40,27
9110.90.00,27
2938.90.00,27
4823.90.92,27
3808.59.21,27
2922.15.00,27
8202.31.10,27
0207.26.29,27
3204.20.00,27
2833.30.10,27
2917.39.00,27
1701.91.10,27
7606.91.10,26
8426.20.90,26
9022.29.00,26
4503.90.10,26
2928.00.00,26
5210.41.00,26
3824.79.00,26
4802.57.20,26
8438.60.10,26
5404.19.00,26
1512.11.00,26
3917.21.30,26
9602.00.10,26
2920.90.00,26
2208.90.91,26
9029.20.10,26
8501.34.20,26
5516.32.00,26
3901.30.00,26
2208.90.99,26
6204.61.30,26
5401.20.00,26
1517.90.10,26
7002.39.00,26
8302.41.10,26
5810.99.10,26
0106.39.90,26
6116.92.10,26
4411.92.92,26
3808.50.30,26
7213.99.90,26
8432.39.00,26
8479.71.00,26
5511.10.00,26
5407.42.00,26
9016.00.11,26
4823.90.60,26
0304.32.00,26
3908.10.00,26
3501.10.00,26
4408.39.00,26
5514.19.10,26
5603.91.00,25
8903.99.30,25
2202.90.19,25
5804.30.00,25
3825.69.90,25
7604.29.20,25
6004.10.90,25
6907.10.00,25
3917.29.40,25
4810.19.10,25
6204.52.10,25
4001.10.00,25
6802.92.90,25
3812.30.29,25
2850.00.00,25
1302.20.00,25
8456.40.00,25
3909.31.00,25
6302.29.10,25
8703.33.96,25
6404.20.93,25
9406.90.62,25
7210.50.00,25
1106.10.00,25
1105.20.00,25
7210.30.91,25
8424.81.20,25
8410.11.00,25
8519.81.11,25
0807.20.00,25
8716.10.00,25
9014.90.90,25
3102.90.00,25
3307.10.21,25
2841.70.00,25
6203.42.11,25
8703.31.20,25
8411.91.00,25
0811.90.11,25
7407.29.99,25
7301.20.11,25
1207.91.00,25
2208.90.22,25
5604.90.10,25
2827.51.00,25
8716.90.92,25
7612.10.00,25
8423.82.10,24
7219.22.00,24
3917.23.40,24
5603.93.00,24
2823.00.00,24
6006.22.00,24
0101.29.00,24
8703.32.91,24
1605.52.00,24
4703.21.00,24
8477.51.00,24
8506.10.11,24
3914.00.00,24
1511.10.00,24
4421.90.91,24
1806.90.20,24
5705.00.40,24
2401.10.90,24
4304.00.90,24
9620.00.59,24
0306.32.10,24
8705.20.00,24
8417.90.10,24
4415.10.10,24
7314.42.10,24
2923.90.00,24
5805.00.90,24
4806.30.90,24
2852.10.90,24
2907.29.90,24
4805.92.29,24
8418.61.10,24
8443.14.00,23
2001.90.30,23
4418.75.00,23
7608.20.10,23
2827.39.30,23
2921.59.00,23
0106.49.00,23
6802.92.29,23
2921.49.00,23
7004.20.90,23
8714.10.91,23
7615.20.20,23
2905.39.00,23
7213.10.00,23
2827.10.00,23
8445.90.00,23
5403.10.00,23
3909.40.00,23
1104.29.90,23
6203.42.12,23
7605.19.10,23
4407.11.10,23
8417.10.90,23
9402.90.91,23
6203.22.10,23
6812.99.99,23
3904.22.90,23
0909.31.00,23
6201.91.00,23
1104.19.10,23
4001.30.00,23
9010.50.90,23
8545.11.00,23
2201.10.20,23
0302.29.00,23
1518.00.19,23
6203.12.90,23
7003.12.12,23
5402.44.10,23
0304.49.00,23
6306.90.10,23
4810.14.91,23
3602.00.10,23
1521.90.00,23
8527.99.10,23
2202.90.20,23
7304.41.00,23
2009.89.34,23
7314.31.20,23
5702.99.10,23
7904.00.00,23
2846.90.00,23
9607.20.90,23
8465.94.00,23
1515.19.00,23
0511.99.50,23
8506.40.11,23
4801.00.99,22
0809.21.00,22
7219.23.00,22
2903.91.00,22
5602.21.00,22
1208.10.00,22
4411.12.92,22
7508.90.53,22
4011.90.10,22
0307.42.00,22
6004.90.90,22
4818.99.90,22
5211.19.00,22
6302.32.20,22
5513.29.00,22
6217.10.40,22
8477.40.00,22
0106.90.00,22
0307.91.00,22
7323.94.20,22
3824.84.00,22
5408.33.90,22
9405.91.10,22
2104.20.20,22
6911.90.10,22
9306.90.90,22
6203.49.21,22
8703.10.19,22
2940.00.00,22
8543.30.00,22
8716.80.20,22
8424.10.20,22
7508.90.31,22
4011.93.10,22
0207.27.13,22
6306.40.00,22
5901.10.00,22
8412.10.00,22
5702.91.00,22
0511.91.90,22
8711.20.19,22
7002.10.00,22
0204.30.00,22
1904.10.22,22
7408.19.10,22
8703.32.29,22
2902.50.00,22
2006.00.19,22
2301.20.10,22
1212.99.00,22
4421.90.60,22
4107.99.00,22
8711.10.10,22
2936.25.00,22
1702.60.10,22
4419.00.92,22
8521.10.20,22
3909.10.00,22
9030.90.10,21
5211.49.00,21
2936.23.00,21
3917.39.92,21
6807.90.10,21
5516.44.00,21
3824.99.92,21
9016.00.19,21
3919.90.20,21
8456.10.00,21
3920.10.20,21
3701.30.10,21
1703.10.10,21
8457.20.00,21
8426.20.10,21
0304.46.00,21
4408.90.00,21
2905.44.00,21
5705.00.10,21
6006.34.00,21
2501.00.91,21
8523.49.93,21
0401.40.20,21
8424.82.30,21
0306.35.99,21
0711.90.19,21
8411.22.00,21
7410.11.00,21
2825.10.00,21
4107.19.10,21
2516.90.00,21
2916.39.90,21
3402.90.10,21
8306.30.20,21
2915.60.00,21
4011.92.00,21
9010.10.00,21
3926.90.91,21
2511.10.00,21
8542.39.12,21
8704.32.20,21
1501.90.00,21
8419.89.10,21
2933.49.00,21
9405.50.20,21
5801.36.00,21
8426.12.00,21
6406.10.10,20
2936.24.00,20
8546.10.00,20
8443.16.00,20
2840.20.00,20
8425.39.10,20
5007.90.00,20
8703.90.92,20
8460.19.00,20
0303.39.00,20
1302.31.00,20
5513.21.00,20
9112.20.00,20
1803.10.00,20
0705.29.00,20
2841.50.90,20
6813.20.90,20
3923.40.10,20
4802.62.90,20
1104.23.90,20
3824.99.50,20
2201.90.10,20
8543.90.10,20
0306.24.90,20
8472.30.00,20
5801.90.29,20
5402.48.00,20
8548.90.10,20
7505.22.00,20
2937.21.00,20
9619.00.41,20
8703.70.00,20
7605.29.00,20
3808.91.91,20
9306.30.90,20
0905.20.00,20
8451.10.00,20
7002.20.00,20
2903.23.00,20
4202.91.23,20
4202.91.21,20
2005.99.39,20
6302.10.60,20
8421.11.00,20
8901.90.90,20
3105.40.00,20
5402.31.00,20
8716.20.20,20
9016.00.99,20
0813.50.29,20
2921.29.00,20
4802.55.31,20
0307.29.90,20
2941.10.00,20
7409.21.00,20
5506.90.00,20
7003.19.20,20
8463.10.00,20
7204.49.00,20
7209.27.00,20
3004.49.20,20
6814.90.00,19
7508.10.90,19
2309.10.10,19
8469.00.20,19
2853.00.39,19
3920.93.00,19
7216.99.20,19
2827.59.00,19
5208.19.00,19
8542.32.12,19
6217.10.20,19
8506.50.11,19
2925.11.00,19
7907.00.81,19
6304.11.00,19
8474.31.10,19
8703.23.98,19
1517.90.20,19
0302.51.00,19
6910.10.15,19
0207.13.11,19
3301.24.00,19
0714.30.90,19
8418.69.30,19
0803.90.12,19
3805.10.10,19
4410.12.90,19
4802.56.40,19
6208.92.91,19
3920.63.00,19
0810.60.00,19
1804.00.00,19
4206.00.90,19
7607.11.30,19
5407.72.90,19
3004.41.10,19
1903.00.00,19
3921.09.90,19
1302.32.00,19
4907.00.61,19
6910.10.11,19
1702.11.00,19
9619.00.39,19
4013.90.20,19
0908.32.20,19
3912.11.00,19
4016.91.20,19
8462.21.00,19
3808.52.90,19
7418.10.20,19
0203.11.00,19
8707.90.11,19
6302.39.40,19
9406.00.52,19
7419.91.90,19
3403.11.00,19
4114.20.00,19
0206.10.00,19
7101.10.10,19
8701.91.90,19
5702.10.90,19
5403.49.00,19
8703.33.97,19
5801.37.29,19
7204.41.00,19
8465.10.00,19
8430.69.90,19
8455.21.00,19
2506.10.00,19
7321.12.20,19
3908.90.00,19
2008.99.21,19
4411.94.19,19
4805.25.91,18
1302.19.50,18
3701.20.00,18
7014.00.20,18
5112.11.00,18
6205.90.12,18
0403.90.19,18
3702.96.90,18
7215.10.20,18
6110.12.90,18
8474.80.00,18
7508.90.59,18
2805.12.00,18
3002.19.00,18
9108.20.00,18
7212.60.10,18
4409.21.00,18
9405.30.10,18
3921.12.10,18
6302.10.20,18
8453.80.00,18
7315.89.10,18
7407.29.29,18
2830.10.00,18
3824.10.10,18
3917.22.40,18
5801.37.19,18
8437.80.10,18
7605.19.90,18
4005.91.10,18
8703.31.91,18
5810.91.10,18
4503.90.20,18
4801.00.90,18
4804.21.00,18
4007.00.10,18
6002.90.00,18
8542.32.11,18
6103.29.00,18
7407.10.10,18
0711.90.90,18
7410.12.00,18
7001.00.00,18
7212.20.20,18
7208.40.00,18
7301.10.00,18
3920.71.10,18
5601.21.21,18
5407.71.90,18
8404.20.00,18
8703.21.93,18
4401.31.00,17
4907.00.20,17
2912.41.00,17
2104.20.90,17
2513.10.10,17
8506.50.20,17
8506.10.20,17
